"CustomerID","EmployeeID","OrderDate","RequiredDate","ShippedDate","ShipVia","Freight","ShipName","ShipAddress","ShipCity","ShipRegion","ShipPostalCode","ShipCountry"
"LINOD","5.00","3/17/1998","4/28/1998","3/20/1998","1.00","27.91","LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta","4980","Venezuela"
"FOLKO","8.00","3/17/1998","4/14/1998","3/20/1998","2.00","3.26","Folk och fä HB","Åkergatan 24","Bräcke","","S-844 67","Sweden"
"BLAUS","6.00","3/17/1998","4/28/1998","3/20/1998","2.00","44.65","Blauer See Delikatessen","Forsterstr. 57","Mannheim","","68306","Germany"
"HILAA","8.00","3/18/1998","4/15/1998","3/27/1998","3.00","105.36","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela"
"OCEAN","7.00","3/18/1998","4/15/1998","3/27/1998","2.00","49.56","Océano Atlántico Ltda.","Ing. Gustavo Moncada 8585 Piso 20-A","Buenos Aires","","1010","Argentina"
"GOURL","6.00","3/18/1998","4/29/1998","3/23/1998","2.00","4.98","Gourmet Lanchonetes","Av. Brasil, 442","Campinas","SP","04876-786","Brazil"
"HILAA","3.00","3/19/1998","4/2/1998","4/8/1998","1.00","2.08","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela"
"QUEEN","8.00","3/19/1998","4/16/1998","3/30/1998","1.00","104.47","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","SP","05487-020","Brazil"
"QUICK","8.00","3/19/1998","4/16/1998","3/23/1998","2.00","275.79","QUICK-Stop","Taucherstraße 10","Cunewalde","","01307","Germany"
"FURIB","9.00","3/19/1998","4/16/1998","3/26/1998","3.00","2.70","Furia Bacalhau e Frutos do Mar","Jardim das rosas n. 32","Lisboa","","1675","Portugal"
"SPECD","3.00","3/20/1998","4/17/1998","3/24/1998","2.00","87.38","Spécialités du monde","25, rue Lauriston","Paris","","75016","France"
"OLDWO","6.00","3/20/1998","4/17/1998","3/30/1998","3.00","144.38","Old World Delicatessen","2743 Bering St.","Anchorage","AK","99508","USA"
"CHOPS","4.00","3/20/1998","4/17/1998","4/8/1998","1.00","27.19","Chop-suey Chinese","Hauptstr. 31","Bern","","3012","Switzerland"
"TOMSP","2.00","3/23/1998","4/20/1998","4/2/1998","2.00","62.22","Toms Spezialitäten","Luisenstr. 48","Münster","","44087","Germany"
"ERNSH","1.00","3/23/1998","4/20/1998","4/1/1998","3.00","74.60","Ernst Handel","Kirchgasse 6","Graz","","8010","Austria"
"COMMI","1.00","3/23/1998","4/20/1998","3/30/1998","2.00","0.21","Comércio Mineiro","Av. dos Lusíadas, 23","Sao Paulo","SP","05432-043","Brazil"
"BOLID","9.00","3/24/1998","4/7/1998","4/24/1998","1.00","16.16","Bólido Comidas preparadas","C/ Araquil, 67","Madrid","","28023","Spain"
"FRANR","2.00","3/24/1998","4/21/1998","4/2/1998","2.00","121.82","France restauration","54, rue Royale","Nantes","","44000","France"
"LACOR","4.00","3/24/1998","4/21/1998","3/26/1998","2.00","0.02","La corne d'abondance","67, avenue de l'Europe","Versailles","","78000","France"
"LACOR","6.00","3/24/1998","4/21/1998","3/27/1998","2.00","15.17","La corne d'abondance","67, avenue de l'Europe","Versailles","","78000","France"
"SPLIR","3.00","3/25/1998","4/8/1998","4/3/1998","3.00","12.96","Split Rail Beer & Ale","P.O. Box 555","Lander","WY","82520","USA"
"BOTTM","1.00","3/25/1998","4/22/1998","3/27/1998","3.00","32.27","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","BC","T2F 8M4","Canada"
"HILAA","1.00","3/25/1998","5/6/1998","4/3/1998","1.00","37.97","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela"
"FOLKO","8.00","3/26/1998","4/23/1998","4/10/1998","3.00","208.50","Folk och fä HB","Åkergatan 24","Bräcke","","S-844 67","Sweden"
"MAISD","9.00","3/26/1998","4/23/1998","4/23/1998","2.00","32.82","Maison Dewey","Rue Joseph-Bens 532","Bruxelles","","B-1180","Belgium"
"ERNSH","8.00","3/26/1998","4/23/1998","3/31/1998","2.00","353.07","Ernst Handel","Kirchgasse 6","Graz","","8010","Austria"
"FOLKO","4.00","3/27/1998","5/8/1998","4/17/1998","1.00","1.26","Folk och fä HB","Åkergatan 24","Bräcke","","S-844 67","Sweden"
"HANAR","1.00","3/27/1998","4/24/1998","4/2/1998","2.00","193.37","Hanari Carnes","Rua do Paço, 67","Rio de Janeiro","RJ","05454-876","Brazil"
"BOTTM","2.00","3/27/1998","4/24/1998","4/8/1998","1.00","14.01","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","BC","T2F 8M4","Canada"
"SAVEA","2.00","3/27/1998","4/24/1998","4/6/1998","2.00","657.54","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"SAVEA","1.00","3/30/1998","4/27/1998","4/3/1998","3.00","211.22","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"HUNGO","2.00","3/30/1998","4/27/1998","4/2/1998","1.00","91.51","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork","","Ireland"
"OCEAN","8.00","3/30/1998","4/27/1998","4/21/1998","2.00","217.86","Océano Atlántico Ltda.","Ing. Gustavo Moncada 8585 Piso 20-A","Buenos Aires","","1010","Argentina"
"EASTC","8.00","3/31/1998","4/28/1998","4/6/1998","1.00","185.48","Eastern Connection","35 King George","London","","WX3 6FW","UK"
"RATTC","3.00","3/31/1998","4/28/1998","4/10/1998","2.00","61.14","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA"
"QUEDE","2.00","3/31/1998","4/28/1998","4/2/1998","1.00","34.76","Que Delícia","Rua da Panificadora, 12","Rio de Janeiro","RJ","02389-673","Brazil"
"ERNSH","2.00","4/1/1998","5/13/1998","4/7/1998","3.00","117.61","Ernst Handel","Kirchgasse 6","Graz","","8010","Austria"
"QUICK","1.00","4/1/1998","4/29/1998","4/7/1998","1.00","38.51","QUICK-Stop","Taucherstraße 10","Cunewalde","","01307","Germany"
"THEBI","1.00","4/1/1998","4/29/1998","4/3/1998","3.00","4.27","The Big Cheese","89 Jefferson Way Suite 2","Portland","OR","97201","USA"
"FOLKO","7.00","4/1/1998","4/29/1998","4/10/1998","3.00","8.81","Folk och fä HB","Åkergatan 24","Bräcke","","S-844 67","Sweden"
"VAFFE","2.00","4/2/1998","4/16/1998","4/9/1998","3.00","65.53","Vaffeljernet","Smagsloget 45","Århus","","8200","Denmark"
"PERIC","1.00","4/2/1998","4/30/1998","4/6/1998","3.00","46.00","Pericles Comidas clásicas","Calle Dr. Jorge Cash 321","México D.F.","","05033","Mexico"
"QUICK","4.00","4/2/1998","4/30/1998","4/10/1998","2.00","1.12","QUICK-Stop","Taucherstraße 10","Cunewalde","","01307","Germany"
"LILAS","8.00","4/3/1998","5/15/1998","4/13/1998","2.00","73.91","LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","Lara","3508","Venezuela"
"WOLZA","8.00","4/3/1998","4/17/1998","4/17/1998","2.00","20.31","Wolski Zajazd","ul. Filtrowa 68","Warszawa","","01-012","Poland"
"OTTIK","6.00","4/3/1998","5/1/1998","4/10/1998","2.00","96.35","Ottilies Käseladen","Mehrheimerstr. 369","Köln","","50739","Germany"
"RATTC","2.00","4/6/1998","5/4/1998","4/14/1998","3.00","55.12","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA"
"FOLKO","2.00","4/6/1998","5/4/1998","4/14/1998","2.00","197.30","Folk och fä HB","Åkergatan 24","Bräcke","","S-844 67","Sweden"
"SAVEA","4.00","4/6/1998","5/4/1998","4/16/1998","1.00","141.16","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"THECR","3.00","4/6/1998","5/4/1998","4/8/1998","3.00","14.91","The Cracker Box","55 Grizzly Peak Rd.","Butte","MT","59801","USA"
"MAISD","3.00","4/7/1998","5/5/1998","4/20/1998","1.00","44.84","Maison Dewey","Rue Joseph-Bens 532","Bruxelles","","B-1180","Belgium"
"WILMK","2.00","4/7/1998","5/5/1998","4/10/1998","1.00","0.75","Wilman Kala","Keskuskatu 45","Helsinki","","21240","Finland"
"GREAL","3.00","4/7/1998","5/5/1998","4/15/1998","2.00","25.19","Great Lakes Food Market","2732 Baker Blvd.","Eugene","OR","97403","USA"
"PRINI","8.00","4/8/1998","5/6/1998","4/13/1998","2.00","202.24","Princesa Isabel Vinhos","Estrada da saúde n. 58","Lisboa","","1756","Portugal"
"ERNSH","7.00","4/8/1998","5/6/1998","","3.00","79.46","Ernst Handel","Kirchgasse 6","Graz","","8010","Austria"
"GODOS","2.00","4/8/1998","5/6/1998","4/10/1998","1.00","59.11","Godos Cocina Típica","C/ Romero, 33","Sevilla","","41101","Spain"
"REGGC","2.00","4/9/1998","5/7/1998","4/21/1998","2.00","28.71","Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia","","42100","Italy"
"ALFKI","3.00","4/9/1998","5/7/1998","4/13/1998","1.00","1.21","Alfred's Futterkiste","Obere Str. 57","Berlin","","12209","Germany"
"FRANK","1.00","4/9/1998","4/23/1998","4/17/1998","3.00","242.95","Frankenversand","Berliner Platz 43","München","","80805","Germany"
"ROMEY","2.00","4/9/1998","5/7/1998","4/10/1998","1.00","32.99","Romero y tomillo","Gran Vía, 1","Madrid","","28001","Spain"
"LINOD","2.00","4/10/1998","5/8/1998","4/15/1998","3.00","23.60","LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta","4980","Venezuela"
"SANTG","2.00","4/10/1998","4/24/1998","4/20/1998","2.00","4.62","Santé Gourmet","Erling Skakkes gate 78","Stavern","","4110","Norway"
"AROUT","9.00","4/10/1998","5/8/1998","4/13/1998","2.00","33.80","Around the Horn","Brook Farm Stratford St. Mary","Colchester","Essex","CO7 6JX","UK"
"ERNSH","9.00","4/13/1998","5/11/1998","4/20/1998","2.00","754.26","Ernst Handel","Kirchgasse 6","Graz","","8010","Austria"
"LONEP","4.00","4/13/1998","5/11/1998","4/16/1998","2.00","11.65","Lonesome Pine Restaurant","89 Chiaroscuro Rd.","Portland","OR","97219","USA"
"RANCH","6.00","4/13/1998","5/11/1998","","3.00","3.17","Rancho grande","Av. del Libertador 900","Buenos Aires","","1010","Argentina"
"OTTIK","2.00","4/14/1998","5/12/1998","4/16/1998","2.00","43.30","Ottilies Käseladen","Mehrheimerstr. 369","Köln","","50739","Germany"
"QUICK","3.00","4/14/1998","5/12/1998","4/21/1998","1.00","297.18","QUICK-Stop","Taucherstraße 10","Cunewalde","","01307","Germany"
"HANAR","9.00","4/14/1998","5/12/1998","5/4/1998","2.00","6.27","Hanari Carnes","Rua do Paço, 67","Rio de Janeiro","RJ","05454-876","Brazil"
"BSBEV","1.00","4/14/1998","4/28/1998","4/24/1998","2.00","123.83","B's Beverages","Fauntleroy Circus","London","","EC2 5NT","UK"
"EASTC","4.00","4/15/1998","5/13/1998","4/20/1998","1.00","74.36","Eastern Connection","35 King George","London","","WX3 6FW","UK"
"WARTH","6.00","4/15/1998","5/13/1998","4/24/1998","3.00","29.17","Wartian Herkku","Torikatu 38","Oulu","","90110","Finland"
"FRANS","4.00","4/15/1998","5/13/1998","4/28/1998","1.00","47.09","Franchi S.p.A.","Via Monte Bianco 34","Torino","","10100","Italy"
"BOTTM","1.00","4/16/1998","5/14/1998","4/20/1998","1.00","52.52","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","BC","T2F 8M4","Canada"
"KOENE","2.00","4/16/1998","5/14/1998","4/22/1998","1.00","29.59","Königlich Essen","Maubelstr. 90","Brandenburg","","14776","Germany"
"CHOPS","4.00","4/16/1998","5/14/1998","4/27/1998","1.00","47.84","Chop-suey Chinese","Hauptstr. 31","Bern","","3012","Switzerland"
"SAVEA","7.00","4/17/1998","5/15/1998","4/27/1998","2.00","830.75","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"SAVEA","6.00","4/17/1998","5/15/1998","4/24/1998","2.00","227.22","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"WHITC","2.00","4/17/1998","5/15/1998","4/23/1998","3.00","606.19","White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA"
"RICSU","7.00","4/17/1998","5/15/1998","4/23/1998","3.00","84.74","Richter Supermarkt","Starenweg 5","Genève","","1204","Switzerland"
"OLDWO","8.00","4/20/1998","6/1/1998","4/27/1998","1.00","40.32","Old World Delicatessen","2743 Bering St.","Anchorage","AK","99508","USA"
"SUPRD","2.00","4/20/1998","5/18/1998","4/24/1998","2.00","0.17","Suprêmes délices","Boulevard Tirou, 255","Charleroi","","B-6000","Belgium"
"DRACD","8.00","4/20/1998","5/18/1998","4/22/1998","3.00","149.47","Drachenblut Delikatessen","Walserweg 21","Aachen","","52066","Germany"
"GODOS","7.00","4/21/1998","5/19/1998","4/27/1998","1.00","3.20","Godos Cocina Típica","C/ Romero, 33","Sevilla","","41101","Spain"
"SUPRD","1.00","4/21/1998","5/19/1998","4/30/1998","2.00","29.59","Suprêmes délices","Boulevard Tirou, 255","Charleroi","","B-6000","Belgium"
"LINOD","1.00","4/21/1998","5/19/1998","","2.00","65.00","LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta","4980","Venezuela"
"GREAL","4.00","4/22/1998","5/20/1998","","3.00","18.84","Great Lakes Food Market","2732 Baker Blvd.","Eugene","OR","97403","USA"
"CHOPS","3.00","4/22/1998","5/20/1998","4/28/1998","2.00","48.22","Chop-suey Chinese","Hauptstr. 31","Bern","","3012","Switzerland"
"COMMI","2.00","4/22/1998","5/6/1998","5/1/1998","1.00","29.99","Comércio Mineiro","Av. dos Lusíadas, 23","Sao Paulo","SP","05432-043","Brazil"
"SPECD","5.00","4/22/1998","5/20/1998","4/29/1998","2.00","8.80","Spécialités du monde","25, rue Lauriston","Paris","","75016","France"
"WOLZA","4.00","4/23/1998","5/21/1998","5/1/1998","1.00","8.72","Wolski Zajazd","ul. Filtrowa 68","Warszawa","","01-012","Poland"
"BOTTM","6.00","4/23/1998","5/21/1998","","2.00","70.58","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","BC","T2F 8M4","Canada"
"WANDK","8.00","4/23/1998","5/21/1998","4/24/1998","2.00","71.64","Die Wandernde Kuh","Adenauerallee 900","Stuttgart","","70563","Germany"
"EASTC","7.00","4/24/1998","5/22/1998","5/1/1998","3.00","46.62","Eastern Connection","35 King George","London","","WX3 6FW","UK"
"BOTTM","7.00","4/24/1998","5/22/1998","4/30/1998","3.00","24.12","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","BC","T2F 8M4","Canada"
"GOURL","3.00","4/24/1998","5/22/1998","5/4/1998","1.00","8.34","Gourmet Lanchonetes","Av. Brasil, 442","Campinas","SP","04876-786","Brazil"
"FOLKO","8.00","4/27/1998","5/25/1998","5/5/1998","2.00","59.41","Folk och fä HB","Åkergatan 24","Bräcke","","S-844 67","Sweden"
"LAMAI","7.00","4/27/1998","5/25/1998","","3.00","2.79","La maison d'Asie","1 rue Alsace-Lorraine","Toulouse","","31000","France"
"HANAR","3.00","4/27/1998","5/25/1998","5/1/1998","1.00","67.26","Hanari Carnes","Rua do Paço, 67","Rio de Janeiro","RJ","05454-876","Brazil"
"PICCO","2.00","4/27/1998","5/25/1998","4/29/1998","2.00","53.05","Piccolo und mehr","Geislweg 14","Salzburg","","5020","Austria"
"CACTU","8.00","4/28/1998","5/26/1998","","1.00","0.33","Cactus Comidas para llevar","Cerrito 333","Buenos Aires","","1010","Argentina"
"HILAA","7.00","4/28/1998","5/26/1998","5/5/1998","2.00","120.92","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela"
"EASTC","8.00","4/28/1998","5/12/1998","5/1/1998","2.00","278.96","Eastern Connection","35 King George","London","","WX3 6FW","UK"
"NORTS","3.00","4/29/1998","5/27/1998","5/1/1998","3.00","4.13","North/South","South House 300 Queensbridge","London","","SW7 1RZ","UK"
"BLAUS","9.00","4/29/1998","5/27/1998","","3.00","31.14","Blauer See Delikatessen","Forsterstr. 57","Mannheim","","68306","Germany"
"RICAR","2.00","4/29/1998","6/10/1998","","2.00","85.80","Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","RJ","02389-890","Brazil"
"FRANS","2.00","4/30/1998","5/28/1998","5/4/1998","2.00","10.98","Franchi S.p.A.","Via Monte Bianco 34","Torino","","10100","Italy"
"GREAL","4.00","4/30/1998","6/11/1998","","3.00","14.01","Great Lakes Food Market","2732 Baker Blvd.","Eugene","OR","97403","USA"
"REGGC","4.00","4/30/1998","5/28/1998","","2.00","29.93","Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia","","42100","Italy"
"HUNGO","3.00","4/30/1998","5/28/1998","5/6/1998","2.00","81.73","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork","","Ireland"
"SAVEA","1.00","5/1/1998","5/29/1998","5/4/1998","1.00","30.09","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"LILAS","8.00","5/1/1998","5/29/1998","","1.00","12.91","LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","Lara","3508","Venezuela"
"WHITC","7.00","5/1/1998","5/29/1998","5/4/1998","2.00","44.72","White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA"
"DRACD","1.00","5/4/1998","5/18/1998","5/6/1998","2.00","7.98","Drachenblut Delikatessen","Walserweg 21","Aachen","","52066","Germany"
"QUEEN","8.00","5/4/1998","6/1/1998","","2.00","81.75","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","SP","05487-020","Brazil"
"TORTU","1.00","5/4/1998","6/1/1998","5/6/1998","2.00","15.67","Tortuga Restaurante","Avda. Azteca 123","México D.F.","","05033","Mexico"
"LEHMS","2.00","5/5/1998","6/2/1998","","1.00","136.00","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","","60528","Germany"
"LILAS","1.00","5/5/1998","6/2/1998","","1.00","0.93","LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","Lara","3508","Venezuela"
"ERNSH","4.00","5/5/1998","6/2/1998","","2.00","258.64","Ernst Handel","Kirchgasse 6","Graz","","8010","Austria"
"PERIC","2.00","5/5/1998","6/2/1998","","2.00","24.95","Pericles Comidas clásicas","Calle Dr. Jorge Cash 321","México D.F.","","05033","Mexico"
"SIMOB","7.00","5/6/1998","6/3/1998","","2.00","18.44","Simons bistro","Vinbæltet 34","Kobenhavn","","1734","Denmark"
"RICSU","8.00","5/6/1998","6/3/1998","","2.00","6.19","Richter Supermarkt","Starenweg 5","Genève","","1204","Switzerland"
"BONAP","4.00","5/6/1998","6/3/1998","","2.00","38.28","Bon app'","12, rue des Bouchers","Marseille","","13008","France"
"RATTC","1.00","5/6/1998","6/3/1998","","2.00","8.53","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA"
